,molecular mass,mlogp,tpsa,HAccept,HDon,nrotate,carboxylic acid,carboxylate,ester,ether,alcohol,amide,primary amine,secondary amine,4 valenced nitrogen,tertiary amine,keton,cyanide,epoxide,sulfonyl,cyclohexane,piperidine,pyrrolidine,benzene,Methoxybenzene,methylaniline,Phenethylamine,pyridine,pyrrole,fluorine,lat1,lacc,6 atom ring,common atoms in fused 6 atom rings,opioid feature
0,386.2266064,1.3703,60.15,7,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0
0,368.2361432,1.4207,60.15,6,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0
0,382.41308,0.958100000000001,107.04,8,2,9,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,0,0
0,410.46624,1.7383,107.04,8,2,11,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,2,0,0
0,299.38914,1.2306,90.98,6,3,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,2,0,0
0,489.0682232,4.0866,50.77,6,2,11,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,3,0,1
0,454.64622,6.90290000000001,24.5,3,1,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,2,6,10,1
0,56.10632,1.8064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,397.3780864,0.739600000000002,100.61,9,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,3,2,0,0
0,98.18606,2.9767,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,84.15948,2.5866,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,126.11334,-1.7939,64.52,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,521.4128232,5.08440000000001,59.56,6,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,3,4,0,0
0,576.4913232,5.1178,62.8,7,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,5,5,0,0
0,429.57554,4.0763,76.99,6,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,1,2,0,1,0,0,3,3,0,0
0,517.6822,5.83640000000001,68.2,6,1,8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,3,1,1,2,0,1,0,0,2,4,0,1
0,563.54052,6.66100000000001,50.77,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,3,0,0
0,577.5671,7.05110000000001,50.77,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,6,3,0,0
0,567.5044032,6.21890000000001,50.77,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,4,3,0,0
0,603.4853296,6.11490000000001,50.77,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,4,3,0,0
0,393.8844,4.4675,92.95,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,5,3,2,0
0,112.21264,3.3668,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,341.7667232,1.8548,47.53,5,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1
0,70.1329,2.1965,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,328.3408832,-0.432399999999998,62.21,7,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,3,2,1
0,400.9018,1.3158,62.21,6,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
0,384.4472032,1.0465,62.21,7,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,2
0,400.9018,1.3158,62.21,6,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
0,366.45674,0.750900000000003,62.21,6,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
0,397.46418,0.898099999999999,93.39,6,3,4,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,6,4,7,1
0,387.51572,1.6958,68.2,6,2,8,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,7,2,0,0
0,379.4555,0.702500000000004,89.61,7,2,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0
0,423.85892,-2.25989999999999,97.21,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0
0,556.48498,4.5835,71.59,6,2,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,2,6,2,0
0,486.4464496,0.379100000000006,135.86,12,5,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,1,4,2,0
0,519.4779096,1.1388,127.66,12,4,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,3,0,0,5,2,0
0,414.3407296,-0.0226999999999964,129.62,11,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,4,2,0
0,473.4079296,-1.18359999999999,136.89,13,4,7,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,3,0,0,4,2,0
0,485.4186296,-0.693499999999992,136.89,13,4,5,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,3,0,2,4,2,0
0,528.4864296,-1.49779999999999,140.13,14,4,7,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,3,0,0,5,2,0
0,385.46162,2.3058,54.01,6,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0
0,122.1644832,-0.1099,52.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,360.4091,1.9825,71,6,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
0,502.8729296,2.8745,86.81,10,1,8,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,4,0,0
0,156.20882,-1.2145,76.1,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,218.2782,0.3459,76.1,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,373.1896,1.5846,62.75,5,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,3,2,0
0,404.45836,2.5039,88.18,6,1,8,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,0,0,1,0,0,2,2,0,1
0,269.25544,-0.0845999999999996,87.99,6,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0
0,472.5324032,1.692,102.67,9,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,2,0,0
0,379.49526,2.8748,56.76,5,2,6,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,4,3,0,0
0,243.30098,1.9226,52.49,3,1,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,0
0,394.5132,0.246500000000005,88.82,7,4,6,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,3,0,1
0,507.02374,2.2497,62.65,7,0,5,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,2,4,0,1
0,451.94524,2.5639,59.41,6,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,2,0,1,0,0,2,3,0,1
0,785.01328,2.2273,218.99,13,9,10,0,0,0,4,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,4,0
0,224.26118,0.648200000000001,53.32,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
0,392.37474,-2.94739999999999,134.39,12,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
0,226.121102,-2.524,141.61,7,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,424.48952,1.8827,94.42,7,3,13,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,2,0,1
0,448.4349296,3.325,63.19,9,1,10,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,1,3,0,0,2,0,1
0,323.39224,-0.486599999999995,71.59,6,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0
0,337.41882,-0.240599999999996,71.59,6,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0
0,488.5748064,2.7116,63.39,8,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,2,0,2,4,0,0
0,394.48998,0.846400000000002,62.21,6,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1
0,423.85562,-0.00769999999999604,96.09,9,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0
0,406.87146,0.343100000000003,69.87,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,0
0,379.5184,3.3707,45.32,4,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,3,0,0
0,374.49704,3.841,73.75,5,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,2,3,0,0
0,390.5212,3.4479,48.56,5,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,2,3,0,0
0,344.3618,-0.3591,139.2,7,6,8,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,2,2,0,0
0,380.52968,2.1006,45.81,6,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
0,472.4198696,0.254600000000005,124.86,12,4,7,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,4,2,0
0,399.3260896,0.692500000000002,103.6,10,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,4,2,0
0,393.91084,3.9485,76.55,5,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
0,293.74544,1.8664,61.72,4,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0
0,304.29794,0.708,105.42,7,1,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0,394.8144,0.345200000000003,84.06,8,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
0,296.40666,3.4821,33.29,3,2,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,3,0,0
0,420.50412,1.6319,91.23,7,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0
0,421.48888,1.6151,97.22,7,2,6,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0
0,336.43076,0.850000000000003,59.56,5,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0
0,390.4021496,1.3924,59.56,8,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,3,0,0,2,0,0
0,336.43076,0.946200000000003,50.77,5,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0
0,415.4843,2.6495,74.78,6,2,8,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,1,3,0,0
0,425.83174,-1.6084,134.14,11,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
0,368.42956,-0.393799999999995,78.02,7,2,6,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,1,0,0,0,0,2,0,0
0,455.54486,4.19370000000001,81.95,5,1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,3,0,0
0,324.3488832,2.1995,64.52,5,2,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,3,2,0
0,386.4200232,-1.1562,119.21,8,5,3,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,3,0,0,0,1,0,4,2,2,2
0,376.27966,2.8097,56.32,4,3,7,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,2,0
0,407.85952,-0.542399999999995,81.9,9,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0
0,406.87146,0.343100000000003,69.87,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0
0,492.9508,1.051,105.42,7,4,3,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,2,2,1,2,0,1,0,0,5,5,7,1
0,458.50574,0.833700000000001,105.42,7,4,3,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,2,2,1,1,0,1,0,0,5,5,7,1
0,312.44912,3.7812,15.71,3,0,7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,0,1
0,437.8855,-1.86979999999999,97.21,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3,0,0
0,195.17206,-1.2454,92.95,5,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
0,413.11758,2.9779,67.76,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,499.3639496,5.2304,44.73,7,1,9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,4,3,0,0
0,206.2162432,1.5265,26.71,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,415.4595664,1.4794,83.37,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,2,0,0
0,478.62302,4.3408,54.4,6,0,12,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,5,4,2,0
0,375.42704,-1.30989999999999,78.07,8,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
0,389.45362,-0.967699999999993,69.28,8,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
0,401.45772,1.9733,93.19,6,1,5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,4,2,0
0,402.44578,0.535100000000002,105.22,7,1,5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,2,0
0,104.10452,-0.9304,60.69,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,341.7667232,2.2008,47.53,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1
0,516.63776,0.877400000000005,84.06,8,1,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,1
0,474.61616,2.7666,129.04,8,4,11,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4,2,0,0
0,519.4348496,-0.421399999999993,147.89,13,4,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,3,0,0,5,2,0
0,595.4633296,6.69850000000001,79.79,9,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,3,0,2,5,2,0
0,302.2722696,1.3865,64.52,7,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0
0,399.4170232,3.3234,65.55,6,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,4,0,0
0,547.8077664,6.28260000000001,53.52,6,1,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,0,1,4,0,0
0,423.85892,-1.22399999999999,102.13,10,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0
0,237.27494,1.6484,72.72,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0
0,368.4494,3.9783,75.96,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,3,3,2,0
0,382.4313232,1.2832,79.79,7,3,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,0,3,3,0,0
0,353.3157096,3.7496,72.72,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,0,0,3,2,0
0,393.54498,3.5116,45.32,4,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,4,3,0,0
0,395.56086,3.9001,45.32,4,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,2,3,0,0
0,367.5077,3.1215,45.32,4,2,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,2,3,0,0
0,429.57708,4.6819,45.32,4,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,2,4,0,0
0,411.9013032,3.8965,76.55,6,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0
0,130.0772232,-1.8884,64.52,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,451.5197,1.635,114.6,7,5,7,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,3,0,0
0,470.5628,2.0582,103.01,7,4,7,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,4,0,0
0,455.54816,2.6763,68.2,6,2,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,5,5,7,1
0,594.4420264,2.8846,86.86,10,2,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,3,0,2,0,0,0,2,0,2,5,0,1
0,626.4441264,0.740100000000006,120.15,13,2,9,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,2,5,0,1
0,610.4746696,6.90240000000001,87.99,9,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,3,0,2,5,2,0
0,418.59266,4.965,64.96,5,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,6,3,2,0
0,171.15396,-2.7712,124.76,6,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,205.16688,-1.4505,92.95,5,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0
0,368.4344,0.554300000000004,59.8,6,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0,4,2,2
0,351.4421,2.4049,54.55,5,2,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,2,3,0,0
0,292.33184,1.9187,53.52,4,1,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0
0,363.79376,3.5693,61.72,4,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,2,0
0,271.6984,2.2415,52.49,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2,0
0,296.3173232,1.5873,75.96,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,2,2,0
0,312.77192,1.8566,75.96,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,2,2,0
0,414.4947,1.2208,83.42,7,1,7,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,3,3,2,0
0,292.35344,1.8853,75.96,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,2,2,0
0,452.91008,4.1422,107.97,6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,0,0,0,4,2,0
0,642.90868,5.1537,92.65,8,2,7,0,0,1,3,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,4,0
0,617.89922,5.64910000000001,80.62,7,2,6,0,0,0,4,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,4,0
0,683.9606,4.7311,98.1,9,1,8,0,0,2,1,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,4,0
0,683.9606,4.7295,98.1,9,1,9,0,0,2,1,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0
0,688.97712,4.90090000000001,104.09,9,2,10,0,0,1,3,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,4,0
0,468.5570496,5.29420000000001,21.75,7,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,2,0,2
0,426.4838832,1.2078,80.23,8,1,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,5,4,2,0
